30000104|20000009|0|-1
30000105|20000009|0|-1
30000106|20000009|0|-1
30000107|20000009|0|-1
30000108|20000009|0|-1
30000109|20000010|0|-1
30000110|20000010|0|-1
30000111|20000010|0|-1
30000112|20000010|0|-1
30000113|20000010|0|-1
30000114|20000010|0|-1
30000115|20000010|0|-1
30000116|20000010|0|-1
30000117|20000010|0|-1
30000118|20000010|0|-1
30000119|20000010|0|-1
30000120|20000010|0|-1
30000121|20000011|0|-1
30000122|20000011|0|-1
30000123|20000011|0|-1
30000124|20000011|0|-1
30000125|20000011|0|-1
30000126|20000011|0|-1
30000127|20000011|0|-1
30000128|20000011|0|-1
30000129|20000011|0|-1
30000130|20000011|0|-1
30000131|20000011|0|-1
30000132|20000011|0|-1
30000133|20000012|0|-1
30000134|20000012|0|-1
30000135|20000012|0|-1
30000136|20000012|0|-1
30000137|20000012|0|-1
30000138|20000012|0|-1
30000139|20000012|0|-1
30000140|20000012|0|-1
30000141|20000012|0|-1
30000142|20000012|0|-1
30000143|20000012|0|-1
30000144|20000012|0|-1
30000145|20000013|0|-1
30000146|20000013|0|-1
30000147|20000013|0|-1
30000148|20000013|0|-1
30000149|20000013|0|-1
30000150|20000013|0|-1
30000151|20000013|0|-1
30000152|20000013|0|-1
30000153|20000013|0|-1
30000154|20000013|0|-1
30000155|20000013|0|-1
30000156|20000013|0|-1
30000157|20000014|0|-1
30000158|20000014|0|-1
30000159|20000014|0|-1
30000160|20000014|0|-1
30000161|20000014|0|-1
30000162|20000014|0|-1
30000163|20000014|0|-1
30000164|20000014|0|-1
30000165|20000014|0|-1
30000166|20000014|0|-1
30000167|20000014|0|-1
30000168|20000014|0|-1
30000169|20000015|0|-1
30000170|20000015|0|-1
30000171|20000015|0|-1
30000172|20000015|0|-1
30000173|20000015|0|-1
30000174|20000015|0|-1
30000175|20000015|0|-1
30000176|20000015|0|-1
30000177|20000015|0|-1
30000178|20000015|0|-1
30000179|20000015|0|-1
30000180|20000015|0|-1
30000181|20000016|0|-1
30000182|20000016|0|-1
30000183|20000016|0|-1
30000184|20000016|0|-1
30000185|20000016|0|-1
30000186|20000016|0|-1
30000187|20000016|0|-1
30000188|20000016|0|-1
30000189|20000016|0|-1
30000190|20000016|0|-1
30000191|20000016|0|-1
30000192|20000016|0|-1
30000193|20000017|0|-1
30000194|20000017|0|-1
30000195|20000017|0|-1
30000196|20000017|0|-1
30000197|20000017|0|-1
30000198|20000017|0|-1
30000199|20000017|0|-1
30000200|20000017|0|-1
30000201|20000017|0|-1
30000202|20000017|0|-1
30000203|20000017|0|-1
30000204|20000017|0|-1
30000205|20000018|0|-1
30000206|20000018|0|-1
30000207|20000018|0|-1
30000208|20000018|0|-1
30000209|20000018|0|-1
30000210|20000018|0|-1
30000211|20000018|0|-1
30000212|20000018|0|-1
30000213|20000018|0|-1
30000214|20000018|0|-1
30000215|20000018|0|-1
30000216|20000018|0|-1
30000217|20000019|0|-1
30000218|20000019|0|-1
30000219|20000019|0|-1
30000220|20000019|0|-1
30000221|20000019|0|-1
30000222|20000019|0|-1
30000223|20000019|0|-1
30000224|20000019|0|-1
30000225|20000019|0|-1
30000226|20000019|0|-1
30000227|20000019|0|-1
30000228|20000019|0|-1
30000229|20000020|0|-1
30000230|20000020|0|-1
30000231|20000020|0|-1
30000232|20000020|0|-1
30000233|20000020|0|-1
30000234|20000020|0|-1
30000235|20000020|0|-1
30000236|20000020|0|-1
30000237|20000020|0|-1
30000238|20000020|0|-1
30000239|20000020|0|-1
30000240|20000020|0|-1
30000241|20000021|0|-1
30000242|20000021|0|-1
30000243|20000021|0|-1
30000244|20000021|0|-1
30000245|20000021|0|-1
30000246|20000021|0|-1
30000247|20000021|0|-1
30000248|20000021|0|-1
30000249|20000021|0|-1
30000250|20000021|0|-1
30000251|20000021|0|-1
30000252|20000021|0|-1
30000253|20000022|0|-1
30000254|20000022|0|-1
30000255|20000022|0|-1
30000256|20000022|0|-1
30000257|20000022|0|-1
30000258|20000022|0|-1
30000259|20000022|0|-1
30000260|20000022|0|-1
30000261|20000022|0|-1
30000262|20000022|0|-1
30000263|20000022|0|-1
30000264|20000022|0|-1
30000265|20000023|0|-1
30000266|20000023|0|-1
30000267|20000023|0|-1
30000268|20000023|0|-1
30000269|20000023|0|-1
30000270|20000023|0|-1
30000271|20000023|0|-1
30000272|20000023|0|-1
30000273|20000023|0|-1
30000274|20000023|0|-1
30000275|20000023|0|-1
30000276|20000023|0|-1
30000277|20000024|0|-1
30000278|20000024|0|-1
30000279|20000024|0|-1
30000280|20000024|0|-1
30000281|20000024|0|-1
30000282|20000024|0|-1
30000283|20000024|0|-1
30000284|20000024|0|-1
30000285|20000024|0|-1
30000286|20000024|0|-1
30000287|20000024|0|-1
30000288|20000024|0|-1
30000289|20000025|0|-1
30000290|20000025|0|-1
30000291|20000025|0|-1
30000292|20000025|0|-1
30000293|20000025|0|-1
30000294|20000025|0|-1
30000295|20000025|0|-1
30000296|20000025|0|-1
30000297|20000025|0|-1
30000298|20000025|0|-1
30000299|20000025|0|-1
30000300|20000025|0|-1
30000301|20000026|0|-1
30000302|20000026|0|-1
30000303|20000026|0|-1
30000304|20000026|0|-1
30000305|20000026|0|-1
30000306|20000026|0|-1
30000307|20000026|0|-1
30000308|20000026|0|-1
30000309|20000026|0|-1
30000310|20000026|0|-1
30000311|20000026|0|-1
30000312|20000026|0|-1
30000313|20000027|0|-1
30000314|20000027|0|-1
30000315|20000027|0|-1
30000316|20000027|0|-1
30000317|20000027|0|-1
30000318|20000027|0|-1
30000319|20000027|0|-1
30000320|20000027|0|-1
30000321|20000027|0|-1
30000322|20000027|0|-1
30000323|20000027|0|-1
30000324|20000027|0|-1
30000325|20000028|0|-1
30000326|20000028|0|-1
30000327|20000028|0|-1
30000328|20000028|0|-1
30000329|20000028|0|-1
30000330|20000028|0|-1
30000331|20000028|0|-1
30000332|20000028|0|-1
30000333|20000028|0|-1
30000334|20000028|0|-1
30000335|20000028|0|-1
30000336|20000028|0|-1
30000337|20000029|0|-1
30000338|20000029|0|-1
30000339|20000029|0|-1
30000340|20000029|0|-1
30000341|20000029|0|-1
30000342|20000029|0|-1
30000343|20000029|0|-1
30000344|20000029|0|-1
30000345|20000029|0|-1
30000346|20000029|0|-1
30000347|20000029|0|-1
30000348|20000029|0|-1
30000349|20000030|0|-1
30000350|20000030|0|-1
30000351|20000030|0|-1
30000352|20000030|0|-1
30000353|20000030|0|-1
30000354|20000030|0|-1
30000355|20000030|0|-1
30000356|20000030|0|-1
30000357|20000030|0|-1
30000358|20000030|0|-1
30000359|20000030|0|-1
30000360|20000030|0|-1
